SET-WRITE capture start (25G83 adaptation 3)
WRITE t=160833757 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=160833766 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=160833773 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=160834058 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=160834080 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=160850058 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=160850480 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=160850486 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=160850498 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=160850507 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=160850518 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=160850531 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=160850556 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=160949250 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=160949267 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=160949288 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=160949299 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=160949307 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=160949322 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=160949331 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=160949337 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=160949625 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=160949648 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=160982394 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=160982852 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=160982861 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=160982874 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=160982886 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=160982899 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=160982913 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=160982939 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=162414956 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=162414993 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=162415020 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=162415032 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=162415040 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=162415054 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=162415063 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=162415070 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=162415356 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=162415381 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=162465379 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=162465813 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=162465824 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=162465844 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=162465857 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=162465872 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=162465893 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=162465920 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=162648422 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=162648441 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=162648462 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=162648473 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=162648481 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=162648495 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=162648505 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=162648511 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=162648792 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=162648814 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=162834737 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=162835205 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=162835221 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=162835232 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=162835243 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=162835256 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=162835271 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=162835298 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=162919437 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=162919453 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=162919478 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=162919489 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=162919497 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=162919511 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=162919520 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=162919527 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=162919809 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=162919831 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=220742031 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=220742498 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=220742516 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=220742527 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=220742533 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=220742544 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=220742557 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=220742581 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=220830728 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=220830743 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=220830758 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=220830766 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=220830771 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=220830782 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=220830787 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=220830790 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=220831089 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=220831107 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=220865192 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=220865605 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=220865612 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=220865623 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=220865631 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=220865642 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=220865656 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=220865680 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=221049187 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=221049204 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=221049220 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=221049227 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=221049232 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=221049243 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=221049248 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=221049251 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=221049307 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=221049319 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=221049330 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=221049354 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=221180938 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=221180964 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=221180986 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=221180994 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=221181000 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=221181012 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=221181018 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=221181022 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=221181296 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=221181314 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=221248387 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=221248813 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=221248821 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=221248834 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=221248841 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=221248853 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=221248870 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=221248894 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=222064548 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=222064580 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=222064600 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=222064608 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=222064614 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=222064625 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=222064630 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=222064633 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=222064916 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=222064936 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=222065254 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=222065701 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=222065706 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=222065718 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=222065726 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=222065737 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=222065749 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=222065774 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=222163080 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=222163110 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=222163129 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=222163138 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=222163143 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=222163154 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=222163160 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=222163163 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=222163439 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=222163456 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=222265168 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=222265607 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=222265618 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=222265636 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=222265643 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=222265654 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=222265677 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=222265701 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=222381755 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=222381772 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=222381789 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=222381797 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=222381803 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=222381814 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=222381820 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=222381824 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=222382099 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=222382117 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=222669561 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=222670031 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=222670048 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=222670088 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=222670096 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=222670107 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=222670121 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=222670147 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=222754034 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=222754050 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=222754074 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=222754083 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=222754091 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=222754103 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=222754111 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=222754116 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=222754394 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=222754414 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=247859845 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=504 a3=15 a4=0
WRITE t=247859850 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=504 a3=268435471 a4=0
WRITE t=248867518 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=504 a3=1008 a4=0
WRITE t=282945101 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=282945544 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=282945562 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=282945582 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=282945590 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=282945603 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=282945617 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=282945641 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=283033039 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=283033054 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=283033070 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=283033078 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=283033083 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=283033094 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=283033099 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
